chr	snpid	pos	gpos	p1	ihh1	p2	ihh2	xpehh	normxpehh	crit
8	scaffold8_1821550	1821550	1.82155e+06	0	20153.1	0.125	23749.5	-0.164203	-0.937709	0
8	scaffold8_1821561	1821561	1.82156e+06	0.15	20146.7	0.125	23749.5	-0.16452	-0.938451	0
8	scaffold8_1821583	1821583	1.82158e+06	0.15	20146.7	0.125	23749.5	-0.16452	-0.938451	0
8	scaffold8_1831525	1831525	1.83152e+06	0.175	16540.3	0.025	23555.5	-0.35356	-1.38073	0
8	scaffold8_1831545	1831545	1.83154e+06	0.275	12588.6	0.325	18641.3	-0.39259	-1.47204	0
8	scaffold8_1831566	1831566	1.83157e+06	0.275	12650	0.3	17886.5	-0.346389	-1.36395	0
8	scaffold8_1831710	1831710	1.83171e+06	0.15	12067.4	0.15	17229.3	-0.356103	-1.38668	0
8	scaffold8_1831722	1831722	1.83172e+06	0.3	13277.3	0.3	19684.4	-0.393775	-1.47481	0
8	scaffold8_1831747	1831747	1.83175e+06	0.175	14887.7	0.025	20977.7	-0.342927	-1.35585	0
8	scaffold8_1831756	1831756	1.83176e+06	0.25	14765.4	0.3	20970.9	-0.350852	-1.37439	0
8	scaffold8_1831765	1831765	1.83176e+06	0.175	17490.8	0.025	22754.7	-0.263097	-1.16908	0
8	scaffold8_1836935	1836935	1.83694e+06	0.325	17978.9	0.35	21426.4	-0.175427	-0.963969	0
8	scaffold8_1836955	1836955	1.83696e+06	0.3	17828.1	0.025	21438.4	-0.184409	-0.984983	0
8	scaffold8_1837141	1837141	1.83714e+06	0.325	17997.9	0.325	20206.4	-0.115747	-0.824342	0
8	scaffold8_1837192	1837192	1.83719e+06	0.325	17997.9	0.35	22890.3	-0.24046	-1.11612	0
8	scaffold8_1837197	1837197	1.8372e+06	0.325	17997.9	0.35	22890.3	-0.24046	-1.11612	0
8	scaffold8_1847305	1847305	1.8473e+06	0.2	19885.2	0.075	34601.2	-0.55391	-1.84946	0
8	scaffold8_1849325	1849325	1.84932e+06	0.5	19430.4	0.275	35151.5	-0.592827	-1.94051	0
8	scaffold8_1849469	1849469	1.84947e+06	0.175	18002.2	0.05	34839.4	-0.660257	-2.09827	1
8	scaffold8_1849485	1849485	1.84948e+06	0.5	24199.1	0.275	37656.7	-0.442196	-1.5881	0
8	scaffold8_1849496	1849496	1.8495e+06	0.675	23346.6	0.275	37656.7	-0.478057	-1.672	0
8	scaffold8_1849539	1849539	1.84954e+06	0.175	39048.5	0	58213.1	-0.399307	-1.48776	0
8	scaffold8_1922556	1922556	1.92256e+06	0.125	44947.6	0.05	55657.4	-0.213717	-1.05355	0
8	scaffold8_1922569	1922569	1.92257e+06	0.025	44075.5	0.125	50365.8	-0.133408	-0.865662	0
8	scaffold8_1922592	1922592	1.92259e+06	0.125	44946.2	0.05	54828	-0.198736	-1.0185	0
8	scaffold8_1922601	1922601	1.9226e+06	0.125	44945.1	0.1	53188.1	-0.168392	-0.94751	0
8	scaffold8_2006906	2006906	2.00691e+06	0.1	45261.7	0	56382.9	-0.219706	-1.06756	0
8	scaffold8_2006929	2006929	2.00693e+06	0.425	29249.7	0.2	43066.7	-0.38688	-1.45868	0
8	scaffold8_2006933	2006933	2.00693e+06	0.125	36115.2	0.05	50442	-0.334111	-1.33522	0
8	scaffold8_2007007	2007007	2.00701e+06	0.025	39162.8	0.15	45774.8	-0.156006	-0.918532	0
8	scaffold8_2007248	2007248	2.00725e+06	0.125	40378	0.05	51926.7	-0.251547	-1.14206	0
8	scaffold8_2021076	2021076	2.02108e+06	0.275	38487	0.125	45831.7	-0.174656	-0.962165	0
8	scaffold8_2021186	2021186	2.02119e+06	0.05	61004.8	0.5	45452.9	0.294275	0.13494	0
8	scaffold8_2021254	2021254	2.02125e+06	0.15	60949.9	0.025	72579.9	-0.174636	-0.962118	0
8	scaffold8_2113477	2113477	2.11348e+06	0.1	77460.3	0	74714.6	0.0360891	-0.469109	0
8	scaffold8_2132430	2132430	2.13243e+06	0.15	74266.4	0.1	68543.4	0.0801907	-0.365929	0
8	scaffold8_2132456	2132456	2.13246e+06	0.15	74266.4	0.1	68543.4	0.0801907	-0.365929	0
8	scaffold8_2132466	2132466	2.13247e+06	0.15	74266.4	0.1	68543.4	0.0801907	-0.365929	0
8	scaffold8_2147103	2147103	2.1471e+06	0.8	64577.7	0.325	50991.2	0.236217	-0.000891996	0
8	scaffold8_2147359	2147359	2.14736e+06	0.1	66543.6	0.175	41605.1	0.469636	0.545212	0
8	scaffold8_2147396	2147396	2.1474e+06	0.7	68631.6	0.275	45316.3	0.415088	0.417592	0
8	scaffold8_2147401	2147401	2.1474e+06	0.7	68631.6	0.275	45316.3	0.415088	0.417592	0
8	scaffold8_2157468	2157468	2.15747e+06	0	97208.5	0.475	47199	0.722486	1.13678	0
8	scaffold8_2222706	2222706	2.22271e+06	0.1	86456.9	0.2	53557.6	0.478889	0.56686	0
8	scaffold8_2222719	2222719	2.22272e+06	0.1	86456.9	0.175	52609.6	0.496748	0.608643	0
8	scaffold8_2222948	2222948	2.22295e+06	0.525	61872.1	0.5	33304.6	0.619373	0.895535	0
8	scaffold8_2223027	2223027	2.22303e+06	0.075	105112	0.175	49698.6	0.749049	1.19892	0
8	scaffold8_2347922	2347922	2.34792e+06	0	115201	0.1	57992.3	0.686367	1.05227	0
8	scaffold8_2388559	2388559	2.38856e+06	0	115201	0.225	49542.7	0.843843	1.4207	0
8	scaffold8_2413170	2413170	2.41317e+06	0	115201	0.1	53098.6	0.774526	1.25853	0
8	scaffold8_2413442	2413442	2.41344e+06	0.025	110747	0.175	46458.8	0.868679	1.47881	0
8	scaffold8_2413476	2413476	2.41348e+06	0.025	107598	0.425	39542.2	1.00104	1.78848	0
8	scaffold8_2503039	2503039	2.50304e+06	0.075	103179	0.075	50036.1	0.72372	1.13966	0
8	scaffold8_2503086	2503086	2.50309e+06	0.075	95715.4	0.075	49011.3	0.669328	1.01241	0
8	scaffold8_2503089	2503089	2.50309e+06	0.075	95715.4	0.075	49011.3	0.669328	1.01241	0
8	scaffold8_2503090	2503090	2.50309e+06	0.075	95715.4	0.075	49011.3	0.669328	1.01241	0
8	scaffold8_2556608	2556608	2.55661e+06	0.025	93684.3	0.075	44631.5	0.74149	1.18124	0
8	scaffold8_2556624	2556624	2.55662e+06	0.025	93684.3	0.075	44631.5	0.74149	1.18124	0
8	scaffold8_2556673	2556673	2.55667e+06	0.05	81207.3	0.275	27538.6	1.08142	1.97653	0
8	scaffold8_2556676	2556676	2.55668e+06	0.025	81927.2	0.075	30334.9	0.993533	1.77091	0
8	scaffold8_2566592	2566592	2.56659e+06	0.45	41035.5	0.4	19268.9	0.755946	1.21506	0
8	scaffold8_2566796	2566796	2.5668e+06	0.175	30641.6	0.225	13367.4	0.82954	1.38724	0
8	scaffold8_2566805	2566805	2.5668e+06	0.175	30641.6	0.175	13213.8	0.841099	1.41428	0
8	scaffold8_2566862	2566862	2.56686e+06	0.175	30641.6	0.25	12917.1	0.86381	1.46742	0
9	scaffold9_245710	245710	245710	0.15	13268.9	0.075	13080	0.0143367	-0.52	0
9	scaffold9_245723	245723	245723	0.1	15396.3	0.25	13081.3	0.162946	-0.172316	0
9	scaffold9_245743	245743	245743	0.55	15390.6	0.5	13525.3	0.129196	-0.251277	0
9	scaffold9_245786	245786	245786	0.45	15401.4	0.175	14290.8	0.074843	-0.378441	0
9	scaffold9_246041	246041	246041	0.1	24060.8	0.3	22458.4	0.0689194	-0.392299	0
9	scaffold9_327312	327312	327312	0.55	22380.9	0.325	25647.7	-0.136249	-0.872309	0
9	scaffold9_327396	327396	327396	0.125	28721.2	0	32803.1	-0.132887	-0.864443	0
9	scaffold9_340134	340134	340134	0.25	29328.4	0.225	29365.9	-0.00127698	-0.55653	0
9	scaffold9_340169	340169	340169	0.05	28463.4	0.175	28173.2	0.0102474	-0.529568	0
9	scaffold9_340310	340310	340310	0.275	28999.5	0.225	28121.9	0.0307291	-0.481649	0
9	scaffold9_340327	340327	340327	0.25	28999.3	0.05	28123.8	0.0306544	-0.481824	0
9	scaffold9_340334	340334	340334	0.25	28999.3	0.225	28222.5	0.027154	-0.490013	0
9	scaffold9_340341	340341	340341	0.025	28209.2	0.1	25387.1	0.105407	-0.306933	0
9	scaffold9_340347	340347	340347	0.275	29207.2	0.225	29847.4	-0.0216834	-0.604272	0
9	scaffold9_347997	347997	347997	0.6	25938.5	0.35	29732.2	-0.136502	-0.872901	0
9	scaffold9_348928	348928	348928	0.275	39810.7	0.05	46899.2	-0.163865	-0.936919	0
9	scaffold9_374204	374204	374204	0.05	56083.6	0.175	44942.1	0.221468	-0.0353986	0
9	scaffold9_374351	374351	374351	0.1	58533.7	0	50067.9	0.156222	-0.188047	0
9	scaffold9_395160	395160	395160	0	60420.2	0.275	41577.5	0.373764	0.320911	0
9	scaffold9_395363	395363	395363	0.05	57151.9	0.375	37262.2	0.427733	0.447176	0
9	scaffold9_395408	395408	395408	0.1	57905.6	0.025	47602.7	0.195925	-0.0951586	0
9	scaffold9_433275	433275	433275	0.125	55473.2	0.025	47602.7	0.153012	-0.195557	0
9	scaffold9_433298	433298	433298	0.375	34135.8	0.15	35076.3	-0.0271793	-0.617131	0
9	scaffold9_433306	433306	433306	0.075	30888	0.1	27816.4	0.104741	-0.308492	0
9	scaffold9_433326	433326	433326	0.5	32364.4	0.175	29699.5	0.0859284	-0.352505	0
9	scaffold9_433591	433591	433591	0.025	42748.8	0.075	29904.7	0.357327	0.282455	0
9	scaffold9_448836	448836	448836	0.3	34500.9	0.5	20538.6	0.51868	0.659955	0
9	scaffold9_448858	448858	448858	0.05	33179.5	0.225	15740.8	0.745676	1.19103	0
9	scaffold9_448883	448883	448883	0.225	32651.5	0.175	14938.6	0.781946	1.27589	0
9	scaffold9_449088	449088	449088	0.05	32966.3	0.05	15742	0.739153	1.17577	0
9	scaffold9_449109	449109	449109	0.3	33434.7	0.5	16388.2	0.713032	1.11466	0
9	scaffold9_449125	449125	449125	0	42060.3	0.25	18891.4	0.800399	1.31906	0
9	scaffold9_1184842	1184842	1.18484e+06	0.025	39596.7	0.275	25009.4	0.459493	0.521482	0
9	scaffold9_1192715	1192715	1.19272e+06	0.15	32045.3	0.025	28924.9	0.102447	-0.313859	0
9	scaffold9_1192718	1192718	1.19272e+06	0.275	26277.2	0.325	21040.7	0.222242	-0.0335877	0
9	scaffold9_1193021	1193021	1.19302e+06	0.575	24291.3	0.475	22021.9	0.0980841	-0.324066	0
9	scaffold9_1302826	1302826	1.30283e+06	0.3	28703.5	0.4	25332.6	0.124927	-0.261265	0
9	scaffold9_1302841	1302841	1.30284e+06	0.3	28703.5	0.4	25332.6	0.124927	-0.261265	0
9	scaffold9_1302848	1302848	1.30285e+06	0.275	26245	0.25	22470.5	0.155272	-0.19027	0
9	scaffold9_1302852	1302852	1.30285e+06	0.3	26595.8	0.4	23139.2	0.139223	-0.227818	0
9	scaffold9_1303031	1303031	1.30303e+06	0.3	28202.6	0.4	24773.7	0.129633	-0.250255	0
9	scaffold9_1303044	1303044	1.30304e+06	0.3	28202.6	0.4	24773.7	0.129633	-0.250255	0
9	scaffold9_1303066	1303066	1.30307e+06	0.3	28202.6	0.4	24773.7	0.129633	-0.250255	0
9	scaffold9_1383016	1383016	1.38302e+06	0.1	34300.2	0.025	34084.6	0.00630523	-0.538791	0
9	scaffold9_1383020	1383020	1.38302e+06	0.1	34739.6	0.025	33935	0.023435	-0.498714	0
9	scaffold9_1383279	1383279	1.38328e+06	0	40200.3	0.15	30259.6	0.28406	0.111041	0
9	scaffold9_1432378	1432378	1.43238e+06	0.6	24814.9	0.475	19872.7	0.222099	-0.0339223	0
9	scaffold9_1432379	1432379	1.43238e+06	0.6	24814.9	0.475	19872.7	0.222099	-0.0339223	0
9	scaffold9_1432384	1432384	1.43238e+06	0.375	23637.1	0.325	15972.3	0.391962	0.363487	0
9	scaffold9_1432389	1432389	1.43239e+06	0.375	23637.1	0.325	15972.3	0.391962	0.363487	0
9	scaffold9_1432397	1432397	1.4324e+06	0.375	23637.1	0.325	15972.3	0.391962	0.363487	0
9	scaffold9_1432674	1432674	1.43267e+06	0.1	26358.5	0.1	17536.7	0.407495	0.399828	0
9	scaffold9_1439479	1439479	1.43948e+06	0.275	21715.3	0.4	12776.7	0.530398	0.68737	0
9	scaffold9_1439652	1439652	1.43965e+06	0.3	20884.1	0.225	15138.9	0.32172	0.19915	0
9	scaffold9_1439685	1439685	1.43968e+06	0.05	30457.5	0.2	20094.7	0.415879	0.419443	0
9	scaffold9_1455710	1455710	1.45571e+06	0.05	30457.5	0.15	21790.4	0.334864	0.229901	0
9	scaffold9_1455711	1455711	1.45571e+06	0.65	22142.5	0.45	16277	0.307746	0.166456	0
9	scaffold9_1455759	1455759	1.45576e+06	0.65	22197.5	0.5	17180.1	0.256228	0.0459255	0
9	scaffold9_1483990	1483990	1.48399e+06	0.325	21535.1	0.425	20277.9	0.0601539	-0.412807	0
9	scaffold9_1484002	1484002	1.484e+06	0.125	19196.8	0.025	19989.8	-0.0404825	-0.648255	0
9	scaffold9_1484006	1484006	1.48401e+06	0.125	19196.8	0.025	19989.8	-0.0404825	-0.648255	0
9	scaffold9_1484017	1484017	1.48402e+06	0.325	19980	0.425	19982.7	-0.000134869	-0.553858	0
9	scaffold9_1484025	1484025	1.48402e+06	0.125	19476.9	0.025	19986.3	-0.0258204	-0.613951	0
9	scaffold9_1484027	1484027	1.48403e+06	0.15	19298.2	0.175	18469.4	0.0438987	-0.450837	0
9	scaffold9_1484036	1484036	1.48404e+06	0.175	19327.2	0.25	19688.4	-0.0185154	-0.596861	0
9	scaffold9_1484060	1484060	1.48406e+06	0	20782.8	0.1	20875.1	-0.00442949	-0.563905	0
9	scaffold9_1484070	1484070	1.48407e+06	0.325	16539.8	0.075	22582.2	-0.311388	-1.28206	0
9	scaffold9_1484243	1484243	1.48424e+06	0.15	25032.3	0.15	24436.1	0.0241066	-0.497143	0
9	scaffold9_1484291	1484291	1.48429e+06	0.05	33708.3	0.075	32759.4	0.0285534	-0.486739	0
9	scaffold9_1655041	1655041	1.65504e+06	0.15	32062.7	0.225	29792.5	0.0734348	-0.381735	0
9	scaffold9_1655043	1655043	1.65504e+06	0.1	30830.6	0.05	34243.1	-0.104978	-0.799147	0
9	scaffold9_1655274	1655274	1.65527e+06	0	30955.3	0.1	32085.7	-0.0358673	-0.637457	0
9	scaffold9_1655278	1655278	1.65528e+06	0.125	30174.7	0.075	31006.8	-0.0272045	-0.61719	0
9	scaffold9_1655340	1655340	1.65534e+06	0	35499	0.1	34373.3	0.0322253	-0.478148	0
9	scaffold9_1704114	1704114	1.70411e+06	0.15	31033.2	0.025	37735.5	-0.195542	-1.01103	0
9	scaffold9_1704132	1704132	1.70413e+06	0.425	18494.5	0.25	27966.5	-0.413532	-1.52104	0
9	scaffold9_1704134	1704134	1.70413e+06	0.1	17802.6	0.025	27975.3	-0.451978	-1.61098	0
9	scaffold9_1704168	1704168	1.70417e+06	0.625	14620.9	0.375	24683.3	-0.523672	-1.77872	0
9	scaffold9_1704182	1704182	1.70418e+06	0.4	15231.3	0.2	26693.2	-0.561058	-1.86619	0
9	scaffold9_1704371	1704371	1.70437e+06	0.5	15486.4	0.25	26690.9	-0.544361	-1.82712	0
9	scaffold9_1704376	1704376	1.70438e+06	0.5	15486.4	0.25	26690.9	-0.544361	-1.82712	0
9	scaffold9_1704384	1704384	1.70438e+06	0.5	15486.4	0.25	26690.9	-0.544361	-1.82712	0
9	scaffold9_1704435	1704435	1.70444e+06	0.075	15411.6	0.025	26672.3	-0.548507	-1.83682	0
9	scaffold9_1704437	1704437	1.70444e+06	0.5	16113.4	0.25	26693	-0.504751	-1.73445	0
9	scaffold9_1705019	1705019	1.70502e+06	0.25	15206.9	0.125	23326.2	-0.42783	-1.55449	0
9	scaffold9_1705079	1705079	1.70508e+06	0.55	15114.3	0.325	23238.9	-0.430185	-1.56	0
9	scaffold9_1705083	1705083	1.70508e+06	0.25	21690.6	0.125	29825.1	-0.31847	-1.29863	0
9	scaffold9_1705097	1705097	1.7051e+06	0.25	21690.6	0.125	29825.1	-0.31847	-1.29863	0
9	scaffold9_1727119	1727119	1.72712e+06	0.1	24569.2	0.075	30487.7	-0.21583	-1.0585	0
9	scaffold9_1727146	1727146	1.72715e+06	0.325	18342.6	0.45	18103.8	0.0131036	-0.522885	0
9	scaffold9_1727189	1727189	1.72719e+06	0	25486	0.125	20729	0.206597	-0.0701906	0
9	scaffold9_1727434	1727434	1.72743e+06	0.05	24401.7	0.1	20653.4	0.166769	-0.163372	0
9	scaffold9_1727435	1727435	1.72744e+06	0.05	24401.7	0.1	20653.4	0.166769	-0.163372	0
9	scaffold9_1727443	1727443	1.72744e+06	0.15	21063.8	0.3	17830.2	0.166665	-0.163615	0
9	scaffold9_1727445	1727445	1.72744e+06	0.05	27029.2	0.1	27484.6	-0.0167074	-0.592631	0
9	scaffold9_1742044	1742044	1.74204e+06	0.075	27701.3	0.1	27438.8	0.00951818	-0.531274	0
9	scaffold9_1742050	1742050	1.74205e+06	0.1	27612.7	0.025	30942.7	-0.11386	-0.819928	0
9	scaffold9_1742311	1742311	1.74231e+06	0	31576.7	0.1	31025.4	0.0176149	-0.512331	0
9	scaffold9_1742361	1742361	1.74236e+06	0	31576.7	0.1	31025.4	0.0176149	-0.512331	0
9	scaffold9_1742389	1742389	1.74239e+06	0.375	24892.9	0.35	29201.1	-0.159624	-0.926996	0
9	scaffold9_1763113	1763113	1.76311e+06	0.05	33747.6	0.05	44561.4	-0.277959	-1.20385	0
9	scaffold9_1763363	1763363	1.76336e+06	0.25	25143.2	0.075	40737.4	-0.48256	-1.68253	0
9	scaffold9_1763410	1763410	1.76341e+06	0.075	29457	0.05	43572.4	-0.391493	-1.46947	0
9	scaffold9_1773370	1773370	1.77337e+06	0.05	31783	0.05	43570	-0.315436	-1.29153	0
9	scaffold9_1773390	1773390	1.77339e+06	0.05	31783	0.05	43570	-0.315436	-1.29153	0
9	scaffold9_1773397	1773397	1.7734e+06	0.125	26157.3	0.05	42082.1	-0.475495	-1.666	0
9	scaffold9_1773406	1773406	1.77341e+06	0.125	26157.3	0	44275	-0.526294	-1.78485	0
9	scaffold9_1773669	1773669	1.77367e+06	0.05	30054.7	0.05	44261.1	-0.387087	-1.45917	0
9	scaffold9_1881510	1881510	1.88151e+06	0.25	24577.9	0	45497.7	-0.615815	-1.99429	0
9	scaffold9_1881546	1881546	1.88155e+06	0.125	19303.3	0.025	44925.7	-0.844734	-2.52987	1
9	scaffold9_1881783	1881783	1.88178e+06	0.4	12763.4	0.275	27767.7	-0.777293	-2.37209	1
9	scaffold9_1881805	1881805	1.8818e+06	0.175	14685.7	0.075	29081.9	-0.683241	-2.15204	1
9	scaffold9_1881810	1881810	1.88181e+06	0.075	16669.4	0.075	27306.1	-0.493537	-1.70821	0
9	scaffold9_1888834	1888834	1.88883e+06	0.2	14193	0.275	18342.6	-0.256475	-1.15359	0
9	scaffold9_1888835	1888835	1.88884e+06	0.2	14193	0.275	18342.6	-0.256475	-1.15359	0
9	scaffold9_1888859	1888859	1.88886e+06	0.125	13539.1	0.1	17448.7	-0.253686	-1.14706	0
9	scaffold9_1888873	1888873	1.88887e+06	0.225	10630.5	0.325	13898.6	-0.268066	-1.18071	0
9	scaffold9_1888875	1888875	1.88888e+06	0.025	14496.7	0.1	18081.6	-0.220974	-1.07053	0
9	scaffold9_1889111	1889111	1.88911e+06	0.2	15010.4	0.275	20065.5	-0.290259	-1.23263	0
9	scaffold9_1889125	1889125	1.88912e+06	0.125	16595.9	0.1	22216.3	-0.291669	-1.23593	0
9	scaffold9_1889140	1889140	1.88914e+06	0.05	17065.6	0.05	21898.4	-0.249348	-1.13691	0
9	scaffold9_1896337	1896337	1.89634e+06	0.125	16684.1	0.225	20576	-0.209667	-1.04408	0
9	scaffold9_1896525	1896525	1.89652e+06	0.125	16999	0.025	25571.6	-0.408325	-1.50885	0
9	scaffold9_1902742	1902742	1.90274e+06	0.525	12163.5	0.4	19724.3	-0.483412	-1.68453	0
9	scaffold9_1902751	1902751	1.90275e+06	0.525	12163.5	0.4	19724.3	-0.483412	-1.68453	0
9	scaffold9_1902880	1902880	1.90288e+06	0.625	11516.1	0.35	19995.6	-0.551764	-1.84444	0
9	scaffold9_1902896	1902896	1.9029e+06	0.625	11109.6	0.425	20426	-0.609005	-1.97836	0
9	scaffold9_1902898	1902898	1.9029e+06	0.25	14711.4	0	33009.6	-0.808173	-2.44433	1
9	scaffold9_1902920	1902920	1.90292e+06	0.25	18716.8	0	32989.6	-0.566775	-1.87956	0
9	scaffold9_1902959	1902959	1.90296e+06	0.1	24681.3	0.025	32986.2	-0.290042	-1.23212	0
9	scaffold9_1931681	1931681	1.93168e+06	0.425	23736.5	0.125	30650.6	-0.255638	-1.15163	0
9	scaffold9_1931703	1931703	1.9317e+06	0.15	20527.1	0.4	20721.3	-0.00941795	-0.575576	0
9	scaffold9_1931715	1931715	1.93172e+06	0.425	20986.7	0.125	20772.2	0.0102725	-0.529509	0
9	scaffold9_1931975	1931975	1.93198e+06	0.45	20986.7	0.475	20733.9	0.0121148	-0.525199	0
9	scaffold9_1932002	1932002	1.932e+06	0.425	27527	0.125	33592.9	-0.199149	-1.01947	0
9	scaffold9_1932015	1932015	1.93202e+06	0.425	27527	0.125	33592.9	-0.199149	-1.01947	0
9	scaffold9_2018774	2018774	2.01877e+06	0.05	34022.6	0.075	34739.7	-0.0208579	-0.602341	0
9	scaffold9_2018795	2018795	2.0188e+06	0	34168	0.1	31884.4	0.0691723	-0.391708	0
9	scaffold9_2018799	2018799	2.0188e+06	0.125	30916.6	0.225	26385.6	0.158474	-0.182779	0
9	scaffold9_2019093	2019093	2.01909e+06	0	33738.9	0.1	29974.9	0.118292	-0.276788	0
9	scaffold9_2022213	2022213	2.02221e+06	0.45	28523.8	0.425	28138	0.0136183	-0.521681	0
9	scaffold9_2022481	2022481	2.02248e+06	0.45	28523.8	0.425	28138	0.0136183	-0.521681	0
9	scaffold9_2154247	2154247	2.15425e+06	0.125	33848.1	0	43108.3	-0.241834	-1.11933	0
9	scaffold9_2154441	2154441	2.15444e+06	0.675	26081.4	0.35	30797.9	-0.166224	-0.942438	0
9	scaffold9_2154452	2154452	2.15445e+06	0.125	30880.8	0.025	38828.7	-0.229024	-1.08936	0
9	scaffold9_2164420	2164420	2.16442e+06	0.075	30913.7	0.05	38041.7	-0.207486	-1.03897	0
9	scaffold9_2164469	2164469	2.16447e+06	0.225	24241.8	0.025	37021.2	-0.423411	-1.54415	0
9	scaffold9_2164625	2164625	2.16462e+06	0.55	22200.4	0.325	30797.9	-0.327337	-1.31938	0
9	scaffold9_2164650	2164650	2.16465e+06	0.075	32169.3	0.05	39652.7	-0.209145	-1.04286	0
9	scaffold9_2174225	2174225	2.17422e+06	0.05	34658.6	0.075	39768.8	-0.137535	-0.875317	0
9	scaffold9_2174466	2174466	2.17447e+06	0.05	34658.6	0.075	39768.8	-0.137535	-0.875317	0
9	scaffold9_2190247	2190247	2.19025e+06	0.325	27271.8	0.15	34251	-0.227861	-1.08664	0
9	scaffold9_2190296	2190296	2.1903e+06	0.2	22278	0.3	26733.3	-0.182312	-0.980077	0
9	scaffold9_2190534	2190534	2.19053e+06	0	23330.2	0.1	27692.6	-0.171417	-0.954587	0
9	scaffold9_2192047	2192047	2.19205e+06	0.325	22890.8	0.225	25201	-0.0961496	-0.778493	0
9	scaffold9_2196988	2196988	2.19699e+06	0.225	24262.7	0.3	27618.7	-0.129555	-0.856647	0
9	scaffold9_2196995	2196995	2.197e+06	0.25	25220.6	0.05	26203.5	-0.0382331	-0.642992	0
9	scaffold9_2197219	2197219	2.19722e+06	0.225	29981.3	0.3	26324	0.130093	-0.249178	0
9	scaffold9_2197220	2197220	2.19722e+06	0.05	41386	0.075	37602.3	0.0958764	-0.329231	0
9	scaffold9_2287842	2287842	2.28784e+06	0.175	39286.9	0.125	34905.8	0.118236	-0.276919	0
9	scaffold9_2287861	2287861	2.28786e+06	0	39295.9	0.175	29643.4	0.281879	0.105938	0
9	scaffold9_2287903	2287903	2.2879e+06	0.175	39286.9	0.375	28547.1	0.319335	0.19357	0
9	scaffold9_2293605	2293605	2.2936e+06	0.175	39286.9	0.375	28547.1	0.319335	0.19357	0
9	scaffold9_2293897	2293897	2.2939e+06	0.175	39286.9	0.275	28186.6	0.332043	0.223301	0
9	scaffold9_2297381	2297381	2.29738e+06	0.05	44152.3	0.25	31653.9	0.332783	0.225033	0
9	scaffold9_2297407	2297407	2.29741e+06	0.05	44152.3	0.25	31653.9	0.332783	0.225033	0
9	scaffold9_2297425	2297425	2.29742e+06	0.05	44152.3	0.25	31653.9	0.332783	0.225033	0
9	scaffold9_2300351	2300351	2.30035e+06	0.075	41714	0.025	38729.4	0.0742377	-0.379857	0
9	scaffold9_2303185	2303185	2.30318e+06	0	43466.9	0.1	33421	0.262815	0.0613363	0
9	scaffold9_2322136	2322136	2.32214e+06	0.45	23591.3	0.275	23236.7	0.0151439	-0.518112	0
9	scaffold9_2322139	2322139	2.32214e+06	0.35	19194	0.275	19902.6	-0.0362509	-0.638354	0
9	scaffold9_2322181	2322181	2.32218e+06	0.325	18592.7	0.125	25894.5	-0.331263	-1.32856	0
9	scaffold9_2322415	2322415	2.32242e+06	0.1	26015.8	0.05	32439	-0.220656	-1.06979	0
9	scaffold9_2322432	2322432	2.32243e+06	0.1	26015.8	0.05	32439	-0.220656	-1.06979	0
9	scaffold9_2413691	2413691	2.41369e+06	0.225	22157.1	0.075	31185.5	-0.341798	-1.35321	0
9	scaffold9_2413698	2413698	2.4137e+06	0.2	22099.8	0.075	31185.5	-0.344386	-1.35926	0
9	scaffold9_2413714	2413714	2.41371e+06	0	24109.2	0.125	27676.1	-0.137976	-0.876349	0
9	scaffold9_2413742	2413742	2.41374e+06	0.1	21366.8	0	28108.3	-0.274228	-1.19512	0
9	scaffold9_2413769	2413769	2.41377e+06	0	23228.5	0.1	28012.2	-0.187261	-0.991656	0
9	scaffold9_2413895	2413895	2.4139e+06	0	23228.5	0.1	28012.2	-0.187261	-0.991656	0
9	scaffold9_2413934	2413934	2.41393e+06	0.175	18095.2	0.15	23219.3	-0.249334	-1.13688	0
9	scaffold9_2423491	2423491	2.42349e+06	0.225	14342.2	0.225	17885.8	-0.220797	-1.07012	0
9	scaffold9_2423700	2423700	2.4237e+06	0.175	10919.1	0	16660	-0.422497	-1.54201	0
9	scaffold9_2423802	2423802	2.4238e+06	0.175	10919.1	0	16660	-0.422497	-1.54201	0
9	scaffold9_2423832	2423832	2.42383e+06	0.4	9274.14	0.375	12421	-0.292159	-1.23707	0
9	scaffold9_2423833	2423833	2.42383e+06	0.175	10814	0	16371.7	-0.414714	-1.5238	0
9	scaffold9_2423837	2423837	2.42384e+06	0.2	10603.8	0.1	15209	-0.360671	-1.39736	0
9	scaffold9_2423852	2423852	2.42385e+06	0.025	10606	0.1	15209	-0.360463	-1.39688	0
9	scaffold9_2423853	2423853	2.42385e+06	0.175	10874.4	0	15883.3	-0.378855	-1.43991	0
9	scaffold9_2424057	2424057	2.42406e+06	0.175	11310.2	0	15883.3	-0.339562	-1.34798	0
9	scaffold9_2425948	2425948	2.42595e+06	0.225	11501.3	0.225	15432.9	-0.294039	-1.24147	0
9	scaffold9_2426225	2426225	2.42622e+06	0.425	15426.4	0.225	21014.4	-0.309131	-1.27678	0
9	scaffold9_2426250	2426250	2.42625e+06	0.2	19386.2	0.025	27524.6	-0.350516	-1.3736	0
9	scaffold9_2467088	2467088	2.46709e+06	0.5	19019.9	0.475	22794.1	-0.181015	-0.977043	0
